-11799191.74,4657432.29,2213.99
-11799193.07,4657434.84,2214.22
-11799194.66,4657434.14,2213.73
-11799196.25,4657433.47,2213.25
-11799197.8,4657432.8,2212.82
-11799201.98,4657432.61,2211.69
-11799200.05,4657433.33,2213.88
-11799200.38,4657433.32,2212.23
-11799198.8,4657434.01,2212.63
-11799197.22,4657434.69,2213.02
-11799195.620000001,4657435.39,2213.51
-11799194.03,4657436.07,2213.99
-11799192.46,4657436.73,2214.61
-11799192.18,4657440.36,2214.58
-11799193.76,4657439.71,2214.02
-11799195.39,4657438.99,2213.52
-11799197.02,4657438.32,2212.98
-11799198.57,4657437.65,2212.57
-11799199.8,4657436.97,2213.77
-11799200.14,4657436.97,2212.03
-11799201.24,4657436.3100000005,2213.9
-11799203.31,4657435.64,2210.97
-11799204.93,4657434.94,2210.54
-11799205.96,4657434.2700000005,2212.85
-11799206.49,4657434.26,2210.22
-11799208.03,4657433.59,2209.88
-11799209.65,4657432.9,2209.4
-11799211.22,4657432.22,2209.07
-11799214.19,4657432.53,2208.53
-11799212.700000001,4657433.19,2208.57
-11799211.15,4657433.89,2208.82
-11799209.56,4657434.58,2209.26
-11799208.02,4657435.2700000005,2209.54
-11799206.47,4657435.94,2209.9
-11799204.85,4657436.63,2210.42
-11799203.23,4657437.3100000005,2211.0
-11799201.67,4657438.0,2211.38
-11799200.09,4657438.67,2211.85
-11799198.48,4657439.38,2212.38
-11799196.870000001,4657440.07,2212.88
-11799195.3,4657440.75,2213.38
-11799193.69,4657441.44,2213.9
-11799192.1,4657442.12,2214.33
-11799191.75,4657445.82,2213.63
-11799192.6,4657445.16,2216.99
-11799193.31,4657445.16,2213.32
-11799194.08,4657444.46,2217.01
-11799194.88,4657444.49,2212.94
-11799196.39,4657443.82,2212.76
-11799197.92,4657443.14,2212.53
-11799199.52,4657442.46,2212.0
-11799201.13,4657441.79,2211.33
-11799202.72,4657441.11,2210.82
-11799204.3,4657440.44,2210.45
-11799205.93,4657439.75,2209.9
-11799207.540000001,4657439.0600000005,2209.36
-11799209.13,4657438.38,2208.86
-11799210.71,4657437.7,2208.42
-11799212.26,4657437.03,2208.11
-11799213.85,4657436.33,2207.83
-11799215.39,4657435.65,2207.74
-11799216.540000001,4657434.97,2209.34
-11799216.870000001,4657434.96,2207.72
-11799218.36,4657434.3100000005,2207.72
-11799219.91,4657433.62,2207.45
-11799221.48,4657432.93,2207.32
-11799222.93,4657432.23,2207.56
-11799226.16,4657432.5200000005,2207.24
-11799224.620000001,4657433.21,2207.32
-11799223.120000001,4657433.91,2207.19
-11799221.65,4657434.59,2207.01
-11799219.65,4657435.29,2209.49
-11799220.15,4657435.28,2207.11
-11799218.01,4657435.97,2210.22
-11799218.58,4657435.96,2207.45
-11799216.66,4657436.67,2209.36
-11799217.07,4657436.66,2207.4
-11799215.55,4657437.350000001,2207.36
-11799214.03,4657438.04,2207.5
-11799212.41,4657438.72,2208.19
-11799210.88,4657439.4,2208.24
-11799209.3,4657440.100000001,2208.65
-11799207.71,4657440.79,2209.11
-11799206.11,4657441.47,2209.61
-11799204.52,4657442.15,2210.05
-11799202.93,4657442.84,2210.51
-11799201.3,4657443.5200000005,2211.07
-11799199.72,4657444.21,2211.63
-11799197.59,4657444.88,2214.9
-11799198.040000001,4657444.89,2212.58
-11799196.55,4657445.58,2212.47
-11799194.26,4657446.24,2216.65
-11799194.700000001,4657446.25,2214.38
-11799195.07,4657446.26,2212.45
-11799192.68,4657446.93,2217.13
-11799192.950000001,4657446.92,2215.76
-11799193.55,4657446.93,2212.6
-11799192.91,4657450.84,2212.28
-11799194.5,4657450.16,2211.76
-11799196.09,4657449.48,2211.34
-11799197.64,4657448.82,2210.97
-11799199.200000001,4657448.15,2210.6
-11799200.73,4657447.47,2210.45
-11799202.35,4657446.7700000005,2209.92
-11799203.94,4657446.11,2209.47
-11799205.52,4657445.43,2209.09
-11799207.08,4657444.74,2208.74
-11799208.69,4657444.0600000005,2208.28
-11799210.27,4657443.37,2207.88
-11799211.32,4657442.71,2210.05
-11799211.78,4657442.72,2207.75
-11799212.59,4657442.01,2211.23
-11799213.03,4657442.04,2209.1
-11799213.4,4657442.03,2207.29
-11799214.96,4657441.350000001,2206.99
-11799216.53,4657440.66,2206.69
-11799217.43,4657439.99,2209.5
-11799218.03,4657439.98,2206.63
-11799218.71,4657439.33,2210.56
-11799219.02,4657439.33,2209.11
-11799220.120000001,4657438.65,2211.0
-11799220.450000001,4657438.65,2209.36
-11799220.67,4657438.64,2208.34
-11799221.1,4657438.64,2206.27
-11799222.620000001,4657437.94,2206.36
-11799224.09,4657437.26,2206.5
-11799225.58,4657436.58,2206.53
-11799227.05,4657435.91,2206.72
-11799228.51,4657435.21,2207.02
-11799229.93,4657434.53,2207.5
-11799231.32,4657433.850000001,2207.92
-11799232.72,4657433.19,2208.35
-11799234.120000001,4657432.51,2208.9
-11799235.53,4657431.82,2209.4
-11799238.98,4657431.8100000005,2209.99
-11799237.56,4657432.5,2209.55
-11799236.09,4657433.19,2209.22
-11799234.700000001,4657433.86,2208.77
-11799233.35,4657434.54,2208.2
-11799231.53,4657435.23,2209.6
-11799231.89,4657435.22,2207.94
-11799230.14,4657435.94,2208.9
-11799230.46,4657435.93,2207.38
-11799229.09,4657436.61,2206.82
-11799227.67,4657437.3,2206.48
-11799226.23,4657437.97,2206.2
-11799224.73,4657438.65,2206.21
-11799223.23,4657439.36,2205.98
-11799221.290000001,4657440.05,2208.01
-11799221.71,4657440.04,2205.95
-11799219.49,4657440.73,2209.56
-11799220.21,4657440.73,2206.13
-11799218.02,4657441.42,2209.47
-11799218.72,4657441.41,2206.07
-11799217.14,4657442.11,2206.34
-11799215.57,4657442.78,2206.65
-11799213.43,4657443.47,2209.86
-11799214.03,4657443.47,2206.9
-11799211.91,4657444.15,2210.01
-11799212.5,4657444.15,2207.13
-11799210.93,4657444.83,2207.47
-11799209.34,4657445.51,2207.94
-11799207.700000001,4657446.22,2208.38
-11799206.11,4657446.9,2208.74
-11799204.58,4657447.58,2209.06
-11799203.02,4657448.26,2209.4
-11799201.48,4657448.95,2209.61
-11799199.89,4657449.62,2210.11
-11799198.31,4657450.32,2210.42
-11799196.76,4657450.99,2210.8
-11799195.17,4657451.66,2211.31
-11799193.52,4657452.36,2212.02
-11799191.9,4657453.03,2212.65
-11799192.540000001,4657456.48,2212.86
-11799193.66,4657455.79,2214.9
-11799195.18,4657455.13,2214.74
-11799197.46,4657454.47,2210.73
-11799199.15,4657453.8,2209.77
-11799200.450000001,4657453.100000001,2210.76
-11799200.83,4657453.12,2208.8
-11799202.03,4657452.44,2210.3
-11799202.42,4657452.44,2208.27
-11799203.97,4657451.78,2208.01
-11799205.51,4657451.100000001,2207.9
-11799207.0,4657450.41,2207.92
-11799208.28,4657449.76,2208.95
-11799208.55,4657449.76,2207.63
-11799210.1,4657449.07,2207.49
-11799211.08,4657448.38,2210.19
-11799213.31,4657447.7,2206.63
-11799214.870000001,4657447.03,2206.17
-11799216.450000001,4657446.36,2205.8
-11799217.94,4657445.68,2205.92
-11799219.51,4657445.01,2205.59
-11799221.040000001,4657444.32,2205.51
-11799222.56,4657443.65,2205.29
-11799224.1,4657442.95,2205.23
-11799225.55,4657442.28,2205.52
